,Rank,Gender,Age,Finish,Athlet url,Race url,Watch,Shoes,Distance,City,Year,Race Type,Watch Brand,Watch Error,Watch Error Abs,Shoes Brand,Finish Numeric
19,1500,M,35-44,1:41:29,23889453,1931610181,Garmin Forerunner 235,New Balance 880V7 Black,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,New Balance,1.6913888888888888
0,1501,M,35-44,1:41:29,22865761,1931611300,Garmin Forerunner 935,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.6913888888888888
1,1502,M,NA,1:41:29,15224315,1931640393,Garmin Forerunner 225,NA,21.14,Valencia,2018,Halfmarathon,Garmin,0.042500000000000426,0.042500000000000426,NA,1.6913888888888888
2,1503,M,NA,1:41:29,12949592,1940819359,Polar M400,NA,21.47,Valencia,2018,Halfmarathon,Polar,0.3724999999999987,0.3724999999999987,NA,1.6913888888888888
3,1504,M,25-34,1:41:29,21830238,1954170047,Garmin vivoactive,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.6913888888888888
4,1505,M,25-34,1:41:30,2406336,1931571564,Strava iPhone App,NA,22.12,Valencia,2018,Halfmarathon,Strava,1.0225000000000009,1.0225000000000009,NA,1.6916666666666667
5,1506,M,55-64,1:41:31,29029044,1932184624,Garmin Forerunner 235,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.6919444444444445
6,1507,M,NA,1:41:31,26012040,1932184630,Garmin Forerunner 235,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.6919444444444445
7,1508,F,25-34,1:41:33,22700828,1931950793,Garmin Forerunner 235,NA,21.33,Valencia,2018,Halfmarathon,Garmin,0.23249999999999815,0.23249999999999815,NA,1.6925000000000001
8,1509,M,25-34,1:41:34,24802117,1932590905,Garmin Forerunner 230,NA,21.31,Valencia,2018,Halfmarathon,Garmin,0.21249999999999858,0.21249999999999858,NA,1.6927777777777777
9,1510,M,35-44,1:41:35,21524901,1932218261,Garmin fenix 3,NA,21.5,Valencia,2018,Halfmarathon,Garmin,0.40249999999999986,0.40249999999999986,NA,1.6930555555555555
10,1511,M,35-44,1:41:35,26838062,1932747323,Garmin Forerunner 735XT,Mizuno Wave Rider,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,Mizuno,1.6930555555555555
11,1512,M,NA,1:41:35,23735036,1936665359,Garmin Forerunner 310XT,NA,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,NA,1.6930555555555555
12,1513,M,45-54,1:41:36,35285467,1931581268,Garmin fenix 3,NA,21.42,Valencia,2018,Halfmarathon,Garmin,0.32250000000000156,0.32250000000000156,NA,1.6933333333333334
13,1514,M,25-34,1:41:36,17880633,1931681482,Garmin Forerunner 735XT,Nike Zoom Pegasus 35,21.19,Valencia,2018,Halfmarathon,Garmin,0.09250000000000114,0.09250000000000114,Nike,1.6933333333333334
14,1515,F,35-44,1:41:37,30720598,1931761174,Garmin Forerunner 230,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.6936111111111112
15,1516,M,35-44,1:41:39,18950237,1931722464,Polar M400,New Balance 860 V9,21.28,Valencia,2018,Halfmarathon,Polar,0.182500000000001,0.182500000000001,New Balance,1.6941666666666666
16,1517,M,55-64,1:41:39,16534343,1931883727,Garmin fenix 5,NA,21.46,Valencia,2018,Halfmarathon,Garmin,0.3625000000000007,0.3625000000000007,NA,1.6941666666666666
17,1518,M,45-54,1:41:39,33601895,1931883846,Garmin Forerunner 235,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.6941666666666666
18,1519,M,35-44,1:41:40,23327147,1931877052,Garmin Forerunner 735XT,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.6944444444444444
19,1520,M,35-44,1:41:40,29015553,1931877088,Garmin Forerunner 735XT,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.6944444444444444
0,1521,M,35-44,1:41:41,17721413,1931567871,Garmin fenix 3,Adidas Energy Boost,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,Adidas,1.6947222222222222
1,1522,NA,NA,1:41:41,17166669,1931773194,Garmin fenix 5,NA,21.44,Valencia,2018,Halfmarathon,Garmin,0.34250000000000114,0.34250000000000114,NA,1.6947222222222222
2,1523,M,45-54,1:41:41,26804626,1932242614,Polar M400,NA,21.43,Valencia,2018,Halfmarathon,Polar,0.3324999999999996,0.3324999999999996,NA,1.6947222222222222
3,1524,M,45-54,1:41:41,25690649,1932272638,TomTom,NA,21.27,Valencia,2018,Halfmarathon,TomTom,0.17249999999999943,0.17249999999999943,NA,1.6947222222222222
4,1525,M,NA,1:41:42,11053002,1931645293,Garmin fenix 5X,NA,21.52,Valencia,2018,Halfmarathon,Garmin,0.42249999999999943,0.42249999999999943,NA,1.695
6,1527,M,35-44,1:41:43,19093567,1931599042,Garmin fenix 5X Plus,NA,21.5,Valencia,2018,Halfmarathon,Garmin,0.40249999999999986,0.40249999999999986,NA,1.6952777777777779
7,1528,F,25-34,1:41:43,24205038,1932383015,Garmin fenix 5X Plus,NA,21.5,Valencia,2018,Halfmarathon,Garmin,0.40249999999999986,0.40249999999999986,NA,1.6952777777777779
8,1529,M,NA,1:41:46,9477005,1931663586,Garmin fenix 3,Adidas Ultra Boost,21.35,Valencia,2018,Halfmarathon,Garmin,0.2525000000000013,0.2525000000000013,Adidas,1.6961111111111111
9,1530,M,45-54,1:41:46,4443868,1932084404,Apple Watch Series 2,On Cloudflow,21.71,Valencia,2018,Halfmarathon,Apple,0.6125000000000007,0.6125000000000007,On,1.6961111111111111
10,1531,M,35-44,1:41:47,9235111,1931597653,Garmin Forerunner 235,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.696388888888889
11,1532,M,35-44,1:41:48,12354680,1931949795,Garmin fenix 3,Adidas Ultraboost,21.43,Valencia,2018,Halfmarathon,Garmin,0.3324999999999996,0.3324999999999996,Adidas,1.6966666666666668
12,1533,NA,NA,1:41:48,19259543,1932090444,TomTom,NA,21.31,Valencia,2018,Halfmarathon,TomTom,0.21249999999999858,0.21249999999999858,NA,1.6966666666666668
13,1534,F,35-44,1:41:48,35795042,1947742610,Garmin Forerunner 235,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.6966666666666668
14,1535,M,35-44,1:41:49,28652237,1931585125,Garmin fenix 5X Plus,NA,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,NA,1.6969444444444444
15,1536,M,45-54,1:41:49,21204617,1931655857,Garmin Forerunner 735XT,NA,21.19,Valencia,2018,Halfmarathon,Garmin,0.09250000000000114,0.09250000000000114,NA,1.6969444444444444
16,1537,M,25-34,1:41:49,19593874,2181888420,Garmin Forerunner 235,NA,21.31,Valencia,2018,Halfmarathon,Garmin,0.21249999999999858,0.21249999999999858,NA,1.6969444444444444
17,1538,F,25-34,1:41:50,24259360,1931595329,Garmin fenix 3,NA,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,NA,1.6972222222222222
18,1539,F,20-24,1:41:50,29288291,1931601005,TomTom,NA,21.26,Valencia,2018,Halfmarathon,TomTom,0.16250000000000142,0.16250000000000142,NA,1.6972222222222222
19,1540,M,NA,1:41:51,32853410,1931637988,Garmin fenix 5,NA,21.17,Valencia,2018,Halfmarathon,Garmin,0.07250000000000156,0.07250000000000156,NA,1.6975
0,1541,M,25-34,1:41:53,19616105,1931577079,Polar M400,Brooks Glycerin,21.44,Valencia,2018,Halfmarathon,Polar,0.34250000000000114,0.34250000000000114,Brooks,1.6980555555555557
1,1542,M,25-34,1:41:54,28566282,1931585741,Garmin Forerunner 235,Mizuno Wave Rider 21,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,Mizuno,1.6983333333333333
2,1543,M,45-54,1:41:55,35307309,1931581471,Garmin fenix 5S,NA,21.45,Valencia,2018,Halfmarathon,Garmin,0.35249999999999915,0.35249999999999915,NA,1.698611111111111
4,1545,M,35-44,1:41:55,30351332,1931696647,Garmin fenix 5X,NA,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,NA,1.698611111111111
6,1547,M,45-54,1:41:57,25823454,1931652352,Garmin fenix 3,NA,21.1,Valencia,2018,Halfmarathon,Garmin,0.002500000000001279,0.002500000000001279,NA,1.6991666666666667
7,1548,M,35-44,1:41:57,20566965,1931877441,NA,Nike Vomero 13,21.36,Valencia,2018,Halfmarathon,NA,0.2624999999999993,0.2624999999999993,Nike,1.6991666666666667
8,1549,F,25-34,1:41:57,24689950,1931907900,Suunto Ambit3 Sport,Saucony Clarion,21.41,Valencia,2018,Halfmarathon,Suunto,0.3125,0.3125,Saucony,1.6991666666666667
9,1550,M,45-54,1:41:58,19198760,1931640620,Garmin fenix 3,NA,21.48,Valencia,2018,Halfmarathon,Garmin,0.3825000000000003,0.3825000000000003,NA,1.6994444444444445
10,1551,M,45-54,1:41:58,33860509,1932122755,Garmin Forerunner 620,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.6994444444444445
11,1552,M,25-34,1:41:59,2169599,1931569960,Garmin Forerunner 735XT,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.6997222222222221
12,1553,M,45-54,1:41:59,16718078,1931705091,Garmin fenix 3,NA,21.4,Valencia,2018,Halfmarathon,Garmin,0.30249999999999844,0.30249999999999844,NA,1.6997222222222221
13,1554,M,NA,1:41:59,3634226,1931731301,Garmin Forerunner 235,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.6997222222222221
14,1555,M,45-54,1:41:59,24534947,1939426767,Garmin Forerunner 310XT,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.6997222222222221
15,1556,M,0-19,1:42:00,25591983,1931569837,Strava iPhone App,NA,21.08,Valencia,2018,Halfmarathon,Strava,-0.017500000000001847,0.017500000000001847,NA,1.7
16,1557,M,45-54,1:42:00,18267752,1931611136,Suunto Spartan Sport,NA,21.31,Valencia,2018,Halfmarathon,Suunto,0.21249999999999858,0.21249999999999858,NA,1.7
17,1558,M,25-34,1:42:00,17091757,1931815728,Garmin Forerunner 235,New Balance 1080,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,New Balance,1.7
18,1559,M,35-44,1:42:01,2763279,1931630997,Garmin Forerunner 235,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.7002777777777778
0,1561,M,35-44,1:42:03,18174231,1933000446,TomTom,NA,21.37,Valencia,2018,Halfmarathon,TomTom,0.27250000000000085,0.27250000000000085,NA,1.7008333333333332
1,1562,M,25-34,1:42:04,27673768,1931566248,Garmin Forerunner 235,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.701111111111111
2,1563,M,25-34,1:42:05,34130718,1931563734,Strava Android App,NA,21.6,Valencia,2018,Halfmarathon,Strava,0.5025000000000013,0.5025000000000013,NA,1.7013888888888888
3,1564,M,35-44,1:42:05,13828085,1931870479,Polar M400,Adidas Supernova,21.46,Valencia,2018,Halfmarathon,Polar,0.3625000000000007,0.3625000000000007,Adidas,1.7013888888888888
4,1565,M,35-44,1:42:08,14333465,1931856639,Garmin Forerunner 220,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.702222222222222
5,1566,M,25-34,1:42:08,28518825,2107696242,TomTom,NA,21.24,Valencia,2018,Halfmarathon,TomTom,0.1424999999999983,0.1424999999999983,NA,1.702222222222222
7,1568,M,NA,1:42:11,13099705,1939111286,Garmin Forerunner 610,NA,21.36,Valencia,2018,Halfmarathon,Garmin,0.2624999999999993,0.2624999999999993,NA,1.7030555555555555
8,1569,M,25-34,1:42:11,27230125,1982650587,Garmin fenix 5,NA,21.33,Valencia,2018,Halfmarathon,Garmin,0.23249999999999815,0.23249999999999815,NA,1.7030555555555555
9,1570,M,25-34,1:42:12,24160682,1931724500,Garmin Forerunner 230,NA,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,NA,1.7033333333333334
10,1571,M,NA,1:42:12,7872635,1932183170,Garmin fenix 5,Asics Nimbus 20,21.5,Valencia,2018,Halfmarathon,Garmin,0.40249999999999986,0.40249999999999986,Asics,1.7033333333333334
11,1572,M,20-24,1:42:13,27310105,1931658238,Polar M400,NA,21.43,Valencia,2018,Halfmarathon,Polar,0.3324999999999996,0.3324999999999996,NA,1.703611111111111
13,1574,M,20-24,1:42:14,27224872,1931679346,Suunto Ambit3 Sport,NA,21.38,Valencia,2018,Halfmarathon,Suunto,0.28249999999999886,0.28249999999999886,NA,1.7038888888888888
14,1575,M,NA,1:42:14,10623598,1931977880,Apple Watch Series 3,Mizuno Wave Inspire 13,21.21,Valencia,2018,Halfmarathon,Apple,0.11250000000000071,0.11250000000000071,Mizuno,1.7038888888888888
15,1576,M,35-44,1:42:15,5793223,1931566004,Garmin fenix 5X Plus,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.7041666666666666
16,1577,M,35-44,1:42:16,22482092,1931727368,Suunto Ambit,NA,21.37,Valencia,2018,Halfmarathon,Suunto,0.27250000000000085,0.27250000000000085,NA,1.7044444444444444
17,1578,M,65-69,1:42:16,37085785,2013222995,Garmin Forerunner 310XT,NA,21.36,Valencia,2018,Halfmarathon,Garmin,0.2624999999999993,0.2624999999999993,NA,1.7044444444444444
18,1579,M,35-44,1:42:17,4534553,1931600286,Garmin Forerunner 235,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.7047222222222222
19,1580,M,45-54,1:42:18,32773801,1931566603,Strava Android App,NA,21.39,Valencia,2018,Halfmarathon,Strava,0.2925000000000004,0.2925000000000004,NA,1.7049999999999998
0,1581,M,35-44,1:42:18,8594260,1931738456,Garmin Forerunner 920XT,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.7049999999999998
1,1582,M,35-44,1:42:19,34236643,1931569193,Garmin Forerunner 235,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.7052777777777777
2,1583,M,35-44,1:42:19,25737138,1931595356,Garmin Forerunner 235,NA,21.19,Valencia,2018,Halfmarathon,Garmin,0.09250000000000114,0.09250000000000114,NA,1.7052777777777777
3,1584,M,NA,1:42:21,19238623,1931828663,Suunto Ambit3 Sport,Adidas Supernova,21.57,Valencia,2018,Halfmarathon,Suunto,0.47250000000000014,0.47250000000000014,Adidas,1.7058333333333333
4,1585,NA,NA,1:42:21,18921384,1932484668,Garmin Forerunner 230,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.7058333333333333
5,1586,M,25-34,1:42:22,23313232,1931567297,Garmin Forerunner 230,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.7061111111111111
6,1587,NA,NA,1:42:22,30436567,1942911798,Garmin Forerunner 735XT,NA,21.3,Valencia,2018,Halfmarathon,Garmin,0.20250000000000057,0.20250000000000057,NA,1.7061111111111111
7,1588,M,45-54,1:42:23,34693290,1931567663,Strava iPhone App,NA,21.59,Valencia,2018,Halfmarathon,Strava,0.4924999999999997,0.4924999999999997,NA,1.706388888888889
8,1589,M,45-54,1:42:23,2089594,1932054017,Garmin fenix 3,Nike Vomero,21.49,Valencia,2018,Halfmarathon,Garmin,0.3924999999999983,0.3924999999999983,Nike,1.706388888888889
9,1590,M,25-34,1:42:25,1075199,1931758904,Garmin Forerunner 235,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.7069444444444444
10,1591,M,35-44,1:42:25,5784901,1933664710,Garmin Forerunner 920XT,NA,21.16,Valencia,2018,Halfmarathon,Garmin,0.0625,0.0625,NA,1.7069444444444444
11,1592,NA,35-44,1:42:26,19934585,1935684289,Garmin Forerunner 210,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.7072222222222222
12,1593,M,65-69,1:42:26,16278006,1937075992,Suunto Ambit2 S,NA,21.3,Valencia,2018,Halfmarathon,Suunto,0.20250000000000057,0.20250000000000057,NA,1.7072222222222222
13,1594,NA,NA,1:42:27,19067533,1931684966,Garmin Forerunner 235,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.7075
14,1595,M,25-34,1:42:27,26218108,1931850266,Garmin Forerunner 230,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.7075
15,1596,M,45-54,1:42:27,32682507,1935295475,Suunto Ambit2,NA,21.34,Valencia,2018,Halfmarathon,Suunto,0.24249999999999972,0.24249999999999972,NA,1.7075
16,1597,M,45-54,1:42:28,26907493,1932017014,Fitbit Ionic,NA,21.32,Valencia,2018,Halfmarathon,Fitbit,0.22250000000000014,0.22250000000000014,NA,1.7077777777777778
17,1598,M,35-44,1:42:29,21666001,1932005411,Garmin Forerunner 920XT,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.7080555555555554
18,1599,M,35-44,1:42:30,14790752,1931579118,Strava iPhone App,NA,21.6,Valencia,2018,Halfmarathon,Strava,0.5025000000000013,0.5025000000000013,NA,1.7083333333333333
19,1600,M,45-54,1:42:30,33527728,1931583465,Strava Android App,NA,22.17,Valencia,2018,Halfmarathon,Strava,1.0725000000000016,1.0725000000000016,NA,1.7083333333333333
0,1601,F,45-54,1:42:30,27374988,1931583926,Garmin Forerunner 230,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.7083333333333333
1,1602,M,35-44,1:42:30,26083203,1931627663,Huami Amazfit Pace,NA,21.3,Valencia,2018,Halfmarathon,Huami,0.20250000000000057,0.20250000000000057,NA,1.7083333333333333
2,1603,F,NA,1:42:31,6007217,1931641575,TomTom,Adidas Supernova Sequence 9 Ter,21.35,Valencia,2018,Halfmarathon,TomTom,0.2525000000000013,0.2525000000000013,Adidas,1.708611111111111
3,1604,F,NA,1:42:31,19063883,1932839508,Garmin Forerunner 35,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.708611111111111
4,1605,F,25-34,1:42:31,35697382,1934225786,Garmin fenix 2,NA,21.36,Valencia,2018,Halfmarathon,Garmin,0.2624999999999993,0.2624999999999993,NA,1.708611111111111
5,1606,M,25-34,1:42:31,25307774,1957977129,Garmin Forerunner 620,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.708611111111111
8,1609,M,25-34,1:42:34,8688199,1931631678,Polar M400,Nike Nike Air Zoom Pegasus 35,21.41,Valencia,2018,Halfmarathon,Polar,0.3125,0.3125,Nike,1.7094444444444443
9,1610,M,25-34,1:42:34,16078827,1932090029,Polar V800,NA,21.42,Valencia,2018,Halfmarathon,Polar,0.32250000000000156,0.32250000000000156,NA,1.7094444444444443
10,1611,M,35-44,1:42:35,21810617,1931635483,Polar M600,Joma Hispalis 806 Red,21.5,Valencia,2018,Halfmarathon,Polar,0.40249999999999986,0.40249999999999986,Joma,1.7097222222222221
11,1612,M,35-44,1:42:35,31316296,1931707779,Fitbit Ionic,NA,21.34,Valencia,2018,Halfmarathon,Fitbit,0.24249999999999972,0.24249999999999972,NA,1.7097222222222221
13,1614,M,NA,1:42:35,17321764,1933544291,Polar M400,NA,21.49,Valencia,2018,Halfmarathon,Polar,0.3924999999999983,0.3924999999999983,NA,1.7097222222222221
14,1615,M,45-54,1:42:35,38752205,2107152484,Garmin Forerunner 235,NA,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,NA,1.7097222222222221
15,1616,M,35-44,1:42:35,40383443,2237322069,NA,NA,21.46,Valencia,2018,Halfmarathon,NA,0.3625000000000007,0.3625000000000007,NA,1.7097222222222221
16,1617,M,NA,1:42:36,9825765,1931903698,Garmin Forerunner 225,NA,21.38,Valencia,2018,Halfmarathon,Garmin,0.28249999999999886,0.28249999999999886,NA,1.71
17,1618,M,35-44,1:42:37,26148436,1932737323,Garmin Forerunner 630,NA,21.3,Valencia,2018,Halfmarathon,Garmin,0.20250000000000057,0.20250000000000057,NA,1.7102777777777778
18,1619,M,45-54,1:42:38,21577642,1931698892,Suunto Ambit3 Sport,NA,21.38,Valencia,2018,Halfmarathon,Suunto,0.28249999999999886,0.28249999999999886,NA,1.7105555555555556
19,1620,M,NA,1:42:39,20436630,1932285801,Garmin Forerunner 235,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.7108333333333332
0,1621,M,25-34,1:42:39,38709281,2103591284,Garmin Forerunner 235,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.7108333333333332
1,1622,M,25-34,1:42:40,26257563,1931841159,Garmin vivoactive HR,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.711111111111111
2,1623,M,35-44,1:42:41,27346555,1931594883,Garmin fenix 5,NA,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,NA,1.7113888888888888
3,1624,M,35-44,1:42:41,2657498,1931713102,Garmin Forerunner 35,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.7113888888888888
4,1625,M,45-54,1:42:41,6356042,1932556380,Garmin fenix 3,Nike Vomero 11,21.52,Valencia,2018,Halfmarathon,Garmin,0.42249999999999943,0.42249999999999943,Nike,1.7113888888888888
5,1626,M,NA,1:42:42,6315772,1931770099,Garmin fenix 3,NA,21.38,Valencia,2018,Halfmarathon,Garmin,0.28249999999999886,0.28249999999999886,NA,1.7116666666666667
6,1627,M,25-34,1:42:43,29359544,1931568766,Garmin Forerunner 235,NA,21.1,Valencia,2018,Halfmarathon,Garmin,0.002500000000001279,0.002500000000001279,NA,1.7119444444444445
8,1629,M,35-44,1:42:43,31458481,1931781897,Garmin fenix 3,NA,21.43,Valencia,2018,Halfmarathon,Garmin,0.3324999999999996,0.3324999999999996,NA,1.7119444444444445
9,1630,M,25-34,1:42:43,32847382,1931933597,TomTom,NA,21.31,Valencia,2018,Halfmarathon,TomTom,0.21249999999999858,0.21249999999999858,NA,1.7119444444444445
10,1631,M,35-44,1:42:45,5729969,1931885522,Garmin Forerunner 920XT,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.7125
11,1632,M,45-54,1:42:46,13831791,1931676189,Garmin Forerunner 225,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.7127777777777777
12,1633,M,NA,1:42:46,2141610,1931850581,Garmin Forerunner 920XT,NA,21.35,Valencia,2018,Halfmarathon,Garmin,0.2525000000000013,0.2525000000000013,NA,1.7127777777777777
13,1634,M,35-44,1:42:47,7111655,1931783426,TomTom,La Sportiva Akasha,21.35,Valencia,2018,Halfmarathon,TomTom,0.2525000000000013,0.2525000000000013,La,1.7130555555555556
14,1635,M,35-44,1:42:47,12372799,1932909990,Garmin Forerunner 910XT,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.7130555555555556
15,1636,M,25-34,1:42:48,19282331,1931760363,Garmin Forerunner 920XT,Brooks Beast,21.19,Valencia,2018,Halfmarathon,Garmin,0.09250000000000114,0.09250000000000114,Brooks,1.7133333333333334
16,1637,M,NA,1:42:48,11981525,1931822984,TomTom,NA,21.31,Valencia,2018,Halfmarathon,TomTom,0.21249999999999858,0.21249999999999858,NA,1.7133333333333334
17,1638,M,25-34,1:42:48,3851550,1932014280,Garmin Forerunner 735XT,Quechua Modelo 1,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,Quechua,1.7133333333333334
18,1639,M,25-34,1:42:48,24692735,1932033920,Garmin Forerunner 220,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.7133333333333334
19,1640,M,35-44,1:42:48,15296201,1932067329,Garmin Forerunner 235,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.7133333333333334
0,1641,M,45-54,1:42:49,6504893,1931663160,Polar M400,Brooks Ghost 10,21.47,Valencia,2018,Halfmarathon,Polar,0.3724999999999987,0.3724999999999987,Brooks,1.713611111111111
1,1642,M,35-44,1:42:49,12437940,1931692007,Garmin Forerunner 235,Adidas Supernova 9,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,Adidas,1.713611111111111
2,1643,M,25-34,1:42:51,2526532,1931651146,Garmin Forerunner 235,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.7141666666666666
3,1644,M,35-44,1:42:51,4663613,1931651514,Garmin fenix 5X,Merrell Bare Acces 4,21.45,Valencia,2018,Halfmarathon,Garmin,0.35249999999999915,0.35249999999999915,Merrell,1.7141666666666666
4,1645,M,35-44,1:42:51,33669251,1931732800,TomTom,NA,21.28,Valencia,2018,Halfmarathon,TomTom,0.182500000000001,0.182500000000001,NA,1.7141666666666666
5,1646,M,35-44,1:42:51,19353691,1931827472,Garmin Forerunner 910XT,Nike Vomero13 Rojas,21.33,Valencia,2018,Halfmarathon,Garmin,0.23249999999999815,0.23249999999999815,Nike,1.7141666666666666
6,1647,M,25-34,1:42:52,23458776,1931627136,Garmin Forerunner 735XT,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.7144444444444444
7,1648,NA,NA,1:42:53,16957325,1931579440,Garmin vivoactive,NA,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,NA,1.7147222222222223
8,1649,M,25-34,1:42:53,7939965,1931579450,Garmin vivoactive,NA,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,NA,1.7147222222222223
9,1650,M,35-44,1:42:53,33473257,1932094948,Garmin fenix 5X,Asics Gel Nimbus 20,21.43,Valencia,2018,Halfmarathon,Garmin,0.3324999999999996,0.3324999999999996,Asics,1.7147222222222223
10,1651,M,25-34,1:42:54,31163280,1931637378,Polar,NA,21.53,Valencia,2018,Halfmarathon,Polar,0.432500000000001,0.432500000000001,NA,1.7149999999999999
11,1652,M,25-34,1:42:54,2140477,1931783781,Garmin fenix 5,NA,21.49,Valencia,2018,Halfmarathon,Garmin,0.3924999999999983,0.3924999999999983,NA,1.7149999999999999
12,1653,M,35-44,1:42:54,5424860,1931888837,Polar M430,Kalenji Kiprun Long Distance,21.43,Valencia,2018,Halfmarathon,Polar,0.3324999999999996,0.3324999999999996,Kalenji,1.7149999999999999
13,1654,M,45-54,1:42:54,25692537,1932600340,Garmin Forerunner 235,NA,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,NA,1.7149999999999999
